(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants reading intently looking down at a jade slip, luxurious imperial study room with wooden desks and bookshelves, daytime, bright natural lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress stuttering in shock staring fixedly looking at the storage ring, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress looking completely overwhelmed staring at the ring, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress staring intensely at the glowing pills looking down, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants speaking casually pointing at the ring looking at 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress nodding slowly looking back, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress blankly putting a pill into her mouth looking forward, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress swallowing the pill with a blank expression looking forward, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress standing still as the pill takes effect looking forward, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress eyes widening with sudden realization excitedly pointing looking at complex array diagrams, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants smiling encouragingly looking at 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress nodding enthusiastically looking back, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress quickly tossing another pill into her mouth looking determined, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress focusing intensely as the pill works looking forward, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress smiling with understanding looking at the array diagrams, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 157-year-old female slender and graceful build long flowing black hair serene dark eyes breathtakingly beautiful and pure facial features Azure blue ancient dress rapidly writing with a brush looking down at paper 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants swallowing a pill with closed eyes looking forward, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants joyfully swallowing multiple pills looking up, ruined city indoor research room, daytime, calm weather, dusty sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants looking surprised and happy looking forward, ruined city indoor research room, daytime, calm weather, dusty sunlight
